object name,library name,text,rodata,data,bss,code,flash,ram
hal_delay.c.obj,lib\libhal.a,108,0,0,0,108,108,0
hal_reg_apply.c.obj,lib\libhal.a,86,0,0,0,86,86,0
portASM.S.obj,lib\libkernel.a,700,0,0,0,700,700,0
port.c.obj,lib\libkernel.a,216,8,0,12,224,224,12
audio_ktdetect.c.obj,lib\libaudio.a,1960,380,48,422,2340,2388,470
hal_chip_8910.c.obj,lib\libhal.a,1258,134,0,5,1392,1392,5
osi_blue_screen.c.obj,lib\libkernel.a,340,16,0,146,356,356,146
osi_chip_8910.c.obj,lib\libkernel.a,2274,513,0,60,2787,2787,60
osi_irq.c.obj,lib\libkernel.a,748,0,0,1808,748,748,1808
osi_profile.c.obj,lib\libkernel.a,264,0,0,49172,264,264,49172
drv_spi_flash.c.obj,lib\libdriver.a,178,108,136,8,286,422,144
hal_spi_flash.c.obj,lib\libhal.a,0,25,0,8,25,25,8
hal_wdt_8910.c.obj,lib\libhal.a,112,0,0,0,112,112,0
osi_log.c.obj,lib\libosi_lib.a,1500,55,0,85,1555,1555,85
osi_trace.c.obj,lib\libosi_lib.a,588,0,0,65908,588,588,65908
lib_a-access.o,..\..\components\newlib\armca5\libc.a,44,0,0,0,44,44,0
lib_a-atoi.o,..\..\components\newlib\armca5\libc.a,8,0,0,0,8,8,0
lib_a-atol.o,..\..\components\newlib\armca5\libc.a,8,0,0,0,8,8,0
lib_a-bsearch.o,..\..\components\newlib\armca5\libc.a,70,0,0,0,70,70,0
lib_a-ctype_.o,..\..\components\newlib\armca5\libc.a,0,257,0,0,257,257,0
lib_a-div.o,..\..\components\newlib\armca5\libc.a,48,0,0,0,48,48,0
lib_a-dtoa.o,..\..\components\newlib\armca5\libc.a,2934,13,0,0,2947,2947,0
lib_a-envlock.o,..\..\components\newlib\armca5\libc.a,24,0,0,0,24,24,0
lib_a-errno.o,..\..\components\newlib\armca5\libc.a,8,0,0,0,8,8,0
lib_a-fclose.o,..\..\components\newlib\armca5\libc.a,186,0,0,0,186,186,0
lib_a-fflush.o,..\..\components\newlib\armca5\libc.a,402,0,0,0,402,402,0
lib_a-findfp.o,..\..\components\newlib\armca5\libc.a,404,0,0,0,404,404,0
lib_a-flags.o,..\..\components\newlib\armca5\libc.a,108,0,0,0,108,108,0
lib_a-fopen.o,..\..\components\newlib\armca5\libc.a,190,0,0,0,190,190,0
lib_a-fputc.o,..\..\components\newlib\armca5\libc.a,92,0,0,0,92,92,0
lib_a-fputwc.o,..\..\components\newlib\armca5\libc.a,212,0,0,0,212,212,0
lib_a-fread.o,..\..\components\newlib\armca5\libc.a,242,0,0,0,242,242,0
lib_a-fseek.o,..\..\components\newlib\armca5\libc.a,30,0,0,0,30,30,0
lib_a-fseeko.o,..\..\components\newlib\armca5\libc.a,664,0,0,0,664,664,0
lib_a-ftell.o,..\..\components\newlib\armca5\libc.a,18,0,0,0,18,18,0
lib_a-ftello.o,..\..\components\newlib\armca5\libc.a,192,0,0,0,192,192,0
lib_a-fvwrite.o,..\..\components\newlib\armca5\libc.a,660,0,0,0,660,660,0
lib_a-fwalk.o,..\..\components\newlib\armca5\libc.a,124,0,0,0,124,124,0
lib_a-fwrite.o,..\..\components\newlib\armca5\libc.a,186,0,0,0,186,186,0
lib_a-gdtoa-gethex.o,..\..\components\newlib\armca5\libc.a,1316,0,0,0,1316,1316,0
lib_a-gdtoa-hexnan.o,..\..\components\newlib\armca5\libc.a,388,0,0,0,388,388,0
lib_a-getenv.o,..\..\components\newlib\armca5\libc.a,20,0,0,0,20,20,0
lib_a-getenv_r.o,..\..\components\newlib\armca5\libc.a,130,0,0,0,130,130,0
lib_a-getreent.o,..\..\components\newlib\armca5\libc.a,12,0,0,0,12,12,0
lib_a-gettzinfo.o,..\..\components\newlib\armca5\libc.a,8,0,88,0,8,96,88
lib_a-gmtime.o,..\..\components\newlib\armca5\libc.a,22,0,0,0,22,22,0
lib_a-gmtime_r.o,..\..\components\newlib\armca5\libc.a,412,0,0,0,412,412,0
lib_a-impure.o,..\..\components\newlib\armca5\libc.a,0,4,1068,0,4,1072,1068
lib_a-iswspace.o,..\..\components\newlib\armca5\libc.a,6,0,0,0,6,6,0
lib_a-iswspace_l.o,..\..\components\newlib\armca5\libc.a,20,0,0,0,20,20,0
lib_a-lnumeric.o,..\..\components\newlib\armca5\libc.a,0,15,2,0,15,17,2
lib_a-locale.o,..\..\components\newlib\armca5\libc.a,12,8,364,0,20,384,364
lib_a-localeconv.o,..\..\components\newlib\armca5\libc.a,8,0,0,0,8,8,0
lib_a-lock.o,..\..\components\newlib\armca5\libc.a,12,0,0,9,12,12,9
lib_a-makebuf.o,..\..\components\newlib\armca5\libc.a,210,0,0,0,210,210,0
lib_a-mbrtowc.o,..\..\components\newlib\armca5\libc.a,52,1,0,0,53,53,0
lib_a-mbtowc_r.o,..\..\components\newlib\armca5\libc.a,36,0,0,0,36,36,0
lib_a-memchr.o,..\..\components\newlib\armca5\libc.a,232,0,0,0,232,232,0
lib_a-memcmp.o,..\..\components\newlib\armca5\libc.a,92,0,0,0,92,92,0
lib_a-memcpy-stub.o,..\..\components\newlib\armca5\libc.a,200,0,0,0,200,200,0
lib_a-memmove.o,..\..\components\newlib\armca5\libc.a,212,0,0,0,212,212,0
lib_a-memset.o,..\..\components\newlib\armca5\libc.a,168,0,0,0,168,168,0
lib_a-mktime.o,..\..\components\newlib\armca5\libc.a,1212,96,0,0,1308,1308,0
lib_a-month_lengths.o,..\..\components\newlib\armca5\libc.a,0,96,0,0,96,96,0
lib_a-mprec.o,..\..\components\newlib\armca5\libc.a,2090,252,0,0,2342,2342,0
lib_a-printf.o,..\..\components\newlib\armca5\libc.a,36,0,0,0,36,36,0
lib_a-putc.o,..\..\components\newlib\armca5\libc.a,104,0,0,0,104,104,0
lib_a-qsort.o,..\..\components\newlib\armca5\libc.a,808,0,0,0,808,808,0
lib_a-rand.o,..\..\components\newlib\armca5\libc.a,76,0,0,0,76,76,0
lib_a-reent.o,..\..\components\newlib\armca5\libc.a,146,0,0,0,146,146,0
lib_a-refill.o,..\..\components\newlib\armca5\libc.a,278,0,0,0,278,278,0
lib_a-s_frexp.o,..\..\components\newlib\armca5\libc.a,112,0,0,0,112,112,0
lib_a-s_nan.o,..\..\components\newlib\armca5\libc.a,16,0,0,0,16,16,0
lib_a-sccl.o,..\..\components\newlib\armca5\libc.a,116,0,0,0,116,116,0
lib_a-sf_nan.o,..\..\components\newlib\armca5\libc.a,12,0,0,0,12,12,0
lib_a-siscanf.o,..\..\components\newlib\armca5\libc.a,80,0,0,0,80,80,0
lib_a-snprintf.o,..\..\components\newlib\armca5\libc.a,102,0,0,0,102,102,0
lib_a-sprintf.o,..\..\components\newlib\armca5\libc.a,64,0,0,0,64,64,0
lib_a-sscanf.o,..\..\components\newlib\armca5\libc.a,80,0,0,0,80,80,0
lib_a-stdio.o,..\..\components\newlib\armca5\libc.a,140,0,0,0,140,140,0
lib_a-strcasecmp.o,..\..\components\newlib\armca5\libc.a,68,0,0,0,68,68,0
lib_a-strcat.o,..\..\components\newlib\armca5\libc.a,64,0,0,0,64,64,0
lib_a-strchr.o,..\..\components\newlib\armca5\libc.a,208,0,0,0,208,208,0
lib_a-strcmp.o,..\..\components\newlib\armca5\libc.a,732,0,0,0,732,732,0
lib_a-strcpy.o,..\..\components\newlib\armca5\libc.a,196,0,0,0,196,196,0
lib_a-strcspn.o,..\..\components\newlib\armca5\libc.a,48,0,0,0,48,48,0
lib_a-strdup.o,..\..\components\newlib\armca5\libc.a,20,0,0,0,20,20,0
lib_a-strdup_r.o,..\..\components\newlib\armca5\libc.a,36,0,0,0,36,36,0
lib_a-strerror.o,..\..\components\newlib\armca5\libc.a,1156,1792,0,0,2948,2948,0
lib_a-strlen.o,..\..\components\newlib\armca5\libc.a,220,0,0,0,220,220,0
lib_a-strncasecmp.o,..\..\components\newlib\armca5\libc.a,84,0,0,0,84,84,0
lib_a-strncat.o,..\..\components\newlib\armca5\libc.a,92,0,0,0,92,92,0
lib_a-strncmp.o,..\..\components\newlib\armca5\libc.a,132,0,0,0,132,132,0
lib_a-strncpy.o,..\..\components\newlib\armca5\libc.a,116,0,0,0,116,116,0
lib_a-strndup.o,..\..\components\newlib\armca5\libc.a,24,0,0,0,24,24,0
lib_a-strndup_r.o,..\..\components\newlib\armca5\libc.a,64,0,0,0,64,64,0
lib_a-strnlen.o,..\..\components\newlib\armca5\libc.a,44,0,0,0,44,44,0
lib_a-strpbrk.o,..\..\components\newlib\armca5\libc.a,56,0,0,0,56,56,0
lib_a-strrchr.o,..\..\components\newlib\armca5\libc.a,36,0,0,0,36,36,0
lib_a-strspn.o,..\..\components\newlib\armca5\libc.a,48,0,0,0,48,48,0
lib_a-strstr.o,..\..\components\newlib\armca5\libc.a,1092,0,0,0,1092,1092,0
lib_a-strtod.o,..\..\components\newlib\armca5\libc.a,3020,129,0,0,3149,3149,0
lib_a-strtok.o,..\..\components\newlib\armca5\libc.a,28,0,0,0,28,28,0
lib_a-strtok_r.o,..\..\components\newlib\armca5\libc.a,112,0,0,0,112,112,0
lib_a-strtol.o,..\..\components\newlib\armca5\libc.a,266,0,0,0,266,266,0
lib_a-strtoll.o,..\..\components\newlib\armca5\libc.a,330,0,0,0,330,330,0
lib_a-strtoul.o,..\..\components\newlib\armca5\libc.a,274,0,0,0,274,274,0
lib_a-strtoull.o,..\..\components\newlib\armca5\libc.a,338,0,0,0,338,338,0
lib_a-svfiprintf.o,..\..\components\newlib\armca5\libc.a,234,0,0,0,234,234,0
lib_a-svfiscanf.o,..\..\components\newlib\armca5\libc.a,4158,34,0,0,4192,4192,0
lib_a-svfprintf.o,..\..\components\newlib\armca5\libc.a,4884,78,0,0,4962,4962,0
lib_a-svfscanf.o,..\..\components\newlib\armca5\libc.a,4796,39,0,0,4835,4835,0
lib_a-time.o,..\..\components\newlib\armca5\libc.a,38,0,0,0,38,38,0
lib_a-tzcalc_limits.o,..\..\components\newlib\armca5\libc.a,340,0,0,0,340,340,0
lib_a-tzlock.o,..\..\components\newlib\armca5\libc.a,24,0,0,0,24,24,0
lib_a-tzset.o,..\..\components\newlib\armca5\libc.a,14,0,0,0,14,14,0
lib_a-tzset_r.o,..\..\components\newlib\armca5\libc.a,772,56,0,26,828,828,26
lib_a-tzvars.o,..\..\components\newlib\armca5\libc.a,0,4,8,8,4,12,16
lib_a-u_strerr.o,..\..\components\newlib\armca5\libc.a,4,0,0,0,4,4,0
lib_a-ungetc.o,..\..\components\newlib\armca5\libc.a,112,0,0,0,112,112,0
lib_a-vfiprintf.o,..\..\components\newlib\armca5\libc.a,104,0,0,0,104,104,0
lib_a-vfprintf.o,..\..\components\newlib\armca5\libc.a,5200,91,0,0,5291,5291,0
lib_a-vsnprintf.o,..\..\components\newlib\armca5\libc.a,118,0,0,0,118,118,0
lib_a-vsscanf.o,..\..\components\newlib\armca5\libc.a,98,0,0,0,98,98,0
lib_a-wbuf.o,..\..\components\newlib\armca5\libc.a,146,0,0,0,146,146,0
lib_a-wcrtomb.o,..\..\components\newlib\armca5\libc.a,44,0,0,0,44,44,0
lib_a-wctomb_r.o,..\..\components\newlib\armca5\libc.a,26,0,0,0,26,26,0
lib_a-wsetup.o,..\..\components\newlib\armca5\libc.a,170,0,0,0,170,170,0
lib_a-xpg_strerror_r.o,..\..\components\newlib\armca5\libc.a,96,0,0,0,96,96,0
ql_audio.c.obj,..\..\components\ql-kernel\libs\liboql_api_audio.a,14668,2560,144,119,17228,17372,263
ql_power.c.obj,..\..\components\ql-kernel\libs\liboql_api_power.a,3998,767,42,41,4765,4807,83
ql_gnss.c.obj,..\..\components\ql-kernel\libs\liboql_gnss.a,1826,566,0,496,2392,2392,496
quec_modem_interface.c.obj,..\..\components\ql-kernel\libs\libq_modem.a,1052,323,0,32,1375,1375,32
ql_adc.c.obj,..\..\components\ql-kernel\libs\libql_api_adc.a,500,45,2,0,545,547,2
ql_api_ble.c.obj,..\..\components\ql-kernel\libs\libql_api_ble.a,7042,1159,0,16,8201,8201,16
ql_gatt_client.c.obj,..\..\components\ql-kernel\libs\libql_api_ble_gatt.a,7522,906,108,24,8428,8536,132
ql_gatt_server.c.obj,..\..\components\ql-kernel\libs\libql_api_ble_gatt.a,8864,1594,72,51,10458,10530,123
ql_api_bt.c.obj,..\..\components\ql-kernel\libs\libql_api_bt.a,2890,536,0,0,3426,3426,0
ql_api_bt_ble.c.obj,..\..\components\ql-kernel\libs\libql_api_bt_ble.a,2928,1045,0,162,3973,3973,162
ql_bt_hfp.c.obj,..\..\components\ql-kernel\libs\libql_api_bt_hfp.a,3378,678,60,26,4056,4116,86
ql_bt_sdp.c.obj,..\..\components\ql-kernel\libs\libql_api_bt_sdp.a,520,252,4,0,772,776,4
ql_bt_spp.c.obj,..\..\components\ql-kernel\libs\libql_api_bt_spp.a,1216,373,20,30,1589,1609,50
ql_api_camera.c.obj,..\..\components\ql-kernel\libs\libql_api_camera.a,2856,549,0,28,3405,3405,28
ql_log.c.obj,..\..\components\ql-kernel\libs\libql_api_common.a,1208,114,17,118,1322,1339,135
ql_api_datacall.c.obj,..\..\components\ql-kernel\libs\libql_api_datacall.a,16520,3160,62,1910,19680,19742,1972
ql_api_dev.c.obj,..\..\components\ql-kernel\libs\libql_api_dev.a,2356,410,11,4,2766,2777,15
ql_api_fota.c.obj,..\..\components\ql-kernel\libs\libql_api_fota.a,3436,1024,2,0,4460,4462,2
ql_fs.c.obj,..\..\components\ql-kernel\libs\libql_api_fs.a,7116,970,0,4,8086,8086,4
ql_fs_handler.c.obj,..\..\components\ql-kernel\libs\libql_api_fs.a,4964,1390,188,20,6354,6542,208
ql_ftp_client.c.obj,..\..\components\ql-kernel\libs\libql_api_ftp.a,4210,286,4,0,4496,4500,4
ql_ftp_parse.c.obj,..\..\components\ql-kernel\libs\libql_api_ftp.a,3214,514,8,0,3728,3736,8
ql_gpio.c.obj,..\..\components\ql-kernel\libs\libql_api_gpio.a,4424,478,0,256,4902,4902,256
ql_http_client.c.obj,..\..\components\ql-kernel\libs\libql_api_http.a,2816,188,0,4,3004,3004,4
ql_i2c.c.obj,..\..\components\ql-kernel\libs\libql_api_i2c.a,1480,102,36,0,1582,1618,36
ql_keypad.c.obj,..\..\components\ql-kernel\libs\libql_api_keypad.a,436,100,36,0,536,572,36
ql_lcd.c.obj,..\..\components\ql-kernel\libs\libql_api_lcd.a,4834,298,10,14,5132,5142,24
ql_mqttclient.c.obj,..\..\components\ql-kernel\libs\libql_api_mqtt.a,3608,283,0,24,3891,3891,24
ql_api_nw.c.obj,..\..\components\ql-kernel\libs\libql_api_nw.a,28254,9294,1257,2108,37548,38805,3365
ql_api_plmnlist.c.obj,..\..\components\ql-kernel\libs\libql_api_nw.a,264,3515,168,0,3779,3947,168
ql_api_osi.c.obj,..\..\components\ql-kernel\libs\libql_api_osi.a,5056,344,8,36,5400,5408,44
quec_event.c.obj,..\..\components\ql-kernel\libs\libql_api_osi.a,2466,653,4,20,3119,3123,24
ql_led.c.obj,..\..\components\ql-kernel\libs\libql_api_pwm.a,164,0,0,5,164,164,5
ql_pwm.c.obj,..\..\components\ql-kernel\libs\libql_api_pwm.a,1252,535,96,0,1787,1883,96
ql_api_rtc.c.obj,..\..\components\ql-kernel\libs\libql_api_rtc.a,1578,307,76,28,1885,1961,104
ql_sdmmc.c.obj,..\..\components\ql-kernel\libs\libql_api_sdmmc.a,1788,216,0,8,2004,2004,8
ql_api_sim.c.obj,..\..\components\ql-kernel\libs\libql_api_sim.a,12286,2065,96,102,14351,14447,198
ql_api_sms.c.obj,..\..\components\ql-kernel\libs\libql_api_sms.a,8676,901,8,24,9577,9585,32
ql_sms_utf.c.obj,..\..\components\ql-kernel\libs\libql_api_sms.a,1300,280,0,0,1580,1580,0
ql_api_spi.c.obj,..\..\components\ql-kernel\libs\libql_api_spi.a,3860,533,0,96,4393,4393,96
ql_api_spi6_ext_nor_flash.c.obj,..\..\components\ql-kernel\libs\libql_api_spi6_ext_nor_flash.a,108,32,0,0,140,140,0
ql_api_spi_flash.c.obj,..\..\components\ql-kernel\libs\libql_api_spi_flash.a,292,76,0,20,368,368,20
ql_api_spi_nand_flash.c.obj,..\..\components\ql-kernel\libs\libql_api_spi_nand_flash.a,1820,185,32,0,2005,2037,32
ql_api_spi_nor_flash.c.obj,..\..\components\ql-kernel\libs\libql_api_spi_nor_flash.a,2396,293,8,13,2689,2697,21
ql_uart.c.obj,..\..\components\ql-kernel\libs\libql_api_uart.a,5720,1545,156,216,7265,7421,372
ql_usb.c.obj,..\..\components\ql-kernel\libs\libql_api_usb.a,1072,284,0,36,1356,1356,36
ql_api_virt_at.c.obj,..\..\components\ql-kernel\libs\libql_api_virt_at.a,1272,238,0,44,1510,1510,44
ql_api_voice_call.c.obj,..\..\components\ql-kernel\libs\libql_api_voice_call.a,4894,256,80,0,5150,5230,80
ql_api_volte.c.obj,..\..\components\ql-kernel\libs\libql_api_volte.a,1640,296,0,6,1936,1936,6
ql_wifi_scan.c.obj,..\..\components\ql-kernel\libs\libql_api_wifiscan.a,2028,467,28,8,2495,2523,36
ql_api_xlat.c.obj,..\..\components\ql-kernel\libs\libql_api_xlat.a,1158,348,0,60,1506,1506,60
ql_xlat_app.c.obj,..\..\components\ql-kernel\libs\libql_api_xlat.a,488,115,0,8,603,603,8
ql_ssl_ctx.c.obj,..\..\components\ql-kernel\libs\libql_apptcpip.a,1478,0,4,5040,1478,1482,5044
quec_at_app_init.c.obj,..\..\components\ql-kernel\libs\libql_at.a,40,0,0,0,40,40,0
quec_atcmd_general.c.obj,..\..\components\ql-kernel\libs\libql_at.a,12192,2905,241,44,15097,15338,285
quec_atcmd_hw.c.obj,..\..\components\ql-kernel\libs\libql_at.a,1200,218,0,0,1418,1418,0
quec_atcmd_network.c.obj,..\..\components\ql-kernel\libs\libql_at.a,23140,5199,144,2036,28339,28483,2180
quec_atcmd_qcfg.c.obj,..\..\components\ql-kernel\libs\libql_at.a,10850,3093,385,4,13943,14328,389
quec_atcmd_qdbgcfg.c.obj,..\..\components\ql-kernel\libs\libql_at.a,4376,1159,266,21,5535,5801,287
quec_atcmd_sdmmc.c.obj,..\..\components\ql-kernel\libs\libql_at.a,544,165,0,0,709,709,0
quec_atcmd_sim.c.obj,..\..\components\ql-kernel\libs\libql_at.a,3160,929,24,56,4089,4113,80
quec_atcmd_spi6nor.c.obj,..\..\components\ql-kernel\libs\libql_at.a,148,37,0,0,185,185,0
quec_msg_process.c.obj,..\..\components\ql-kernel\libs\libql_at.a,524,138,0,8,662,662,8
quec_at_engine.c.obj,..\..\components\ql-kernel\libs\libql_at_table.a,168,17,0,0,185,185,0
quec_at_param.c.obj,..\..\components\ql-kernel\libs\libql_at_table.a,1908,1,0,0,1909,1909,0
quec_atc_adapter.c.obj,..\..\components\ql-kernel\libs\libql_at_table.a,36,0,0,0,36,36,0
quec_atc_parser.c.obj,..\..\components\ql-kernel\libs\libql_at_table.a,5684,6442,0,3460,12126,12126,3460
quec_atresp.c.obj,..\..\components\ql-kernel\libs\libql_at_table.a,1356,5052,0,16,6408,6408,16
quec_data_engine.c.obj,..\..\components\ql-kernel\libs\libql_at_table.a,1824,444,0,36,2268,2268,36
audio_resample.c.obj,..\..\components\ql-kernel\libs\libql_aud_resample.a,1220,9216,0,0,10436,10436,0
quec_camera.c.obj,..\..\components\ql-kernel\libs\libql_bsp.a,480,61,9,1,541,550,10
quec_dispatch.c.obj,..\..\components\ql-kernel\libs\libql_bsp.a,1654,240,0,4,1894,1894,4
quec_led_task.c.obj,..\..\components\ql-kernel\libs\libql_bsp.a,352,89,8,4,441,449,12
quec_sdmmc_cfg.c.obj,..\..\components\ql-kernel\libs\libql_bsp.a,2812,779,0,618,3591,3591,618
quec_usb_driver.c.obj,..\..\components\ql-kernel\libs\libql_bsp.a,1920,285,24,18,2205,2229,42
base64.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,548,80,0,0,628,628,0
conncache.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,1412,130,0,0,1542,1542,0
connect.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,3612,779,0,0,4391,4391,0
content_encoding.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,4,0,0,0,4,4,0
curl_addrinfo.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,730,0,0,0,730,730,0
curl_ctype.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,208,128,0,0,336,336,0
curl_fnmatch.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,1070,49,0,0,1119,1119,0
curl_path.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,580,9,0,0,589,589,0
curl_range.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,276,144,0,0,420,420,0
dotdot.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,360,28,0,0,388,388,0
dynbuf.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,540,0,0,0,540,540,0
easy.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,694,147,20,4,841,861,24
escape.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,278,0,0,0,278,278,0
fileinfo.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,52,0,0,0,52,52,0
ftp.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,12740,4074,0,0,16814,16814,0
ftplistparser.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,2396,54,0,0,2450,2450,0
getenv.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,32,0,0,0,32,32,0
getinfo.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,1888,59,0,0,1947,1947,0
hash.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,656,0,0,0,656,656,0
hostip.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,1916,441,0,0,2357,2357,0
hostip6.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,252,33,0,0,285,285,0
http_proxy.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,2,0,0,0,2,2,0
if2ip.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,132,0,0,0,132,132,0
inet_ntop.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,480,45,0,0,525,525,0
inet_pton.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,432,45,0,0,477,477,0
libssh2.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,11522,5618,0,0,17140,17140,0
llist.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,192,0,0,0,192,192,0
mbedtls.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,3166,1466,0,0,4632,4632,0
mprintf.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,3168,91,0,0,3259,3259,0
multi.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,8388,1077,0,0,9465,9465,0
nonblock.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,32,0,0,0,32,32,0
parsedate.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,1140,1140,0,0,2280,2280,0
pingpong.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,1332,239,0,0,1571,1571,0
progress.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,1726,19,0,0,1745,1745,0
quectel_curl_io.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,310,105,0,4,415,415,4
select.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,838,0,0,0,838,838,0
sendf.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,1286,277,0,0,1563,1563,0
setopt.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,6824,1,0,0,6825,6825,0
share.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,72,0,0,0,72,72,0
slist.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,144,0,0,0,144,144,0
socketpair.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,6,0,0,0,6,6,0
socks.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,2832,2743,0,0,5575,5575,0
speedcheck.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,184,77,0,0,261,261,0
splay.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,650,32,0,0,682,682,0
strcase.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,164,0,0,0,164,164,0
strdup.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,44,0,0,0,44,44,0
strerror.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,152,3742,0,0,3894,3894,0
strtoofft.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,114,0,0,0,114,114,0
timeval.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,270,0,0,0,270,270,0
transfer.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,4146,1073,0,0,5219,5219,0
url.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,10914,1751,0,0,12665,12665,0
urlapi.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,4734,261,0,0,4995,4995,0
vtls.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,3566,333,12,209,3899,3911,221
warnless.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,100,0,0,0,100,100,0
wildcard.c.obj,..\..\components\ql-kernel\libs\libql_curl.a,98,0,0,0,98,98,0
ql_ext_codec.c.obj,..\..\components\ql-kernel\libs\libql_ext_codec.a,70,0,0,0,70,70,0
quec_fatfs_mpal.c.obj,..\..\components\ql-kernel\libs\libql_fatfs_ex.a,2904,607,0,328,3511,3511,328
quec_sfs_file.c.obj,..\..\components\ql-kernel\libs\libql_file.a,5416,585,16,0,6001,6017,16
quec_vfs_file.c.obj,..\..\components\ql-kernel\libs\libql_file.a,412,69,0,0,481,481,0
quec_ftp_client_c.c.obj,..\..\components\ql-kernel\libs\libql_ftp.a,13660,1911,0,0,15571,15571,0
quec_gnss_handle.c.obj,..\..\components\ql-kernel\libs\libql_gnss_aux.a,14634,6430,86,524,21064,21150,610
quec_http_client.c.obj,..\..\components\ql-kernel\libs\libql_http.a,18798,2684,105,13,21482,21587,118
ql_lbs_client.c.obj,..\..\components\ql-kernel\libs\libql_lbs.a,6108,653,0,16,6761,6761,16
mqtt_packet.c.obj,..\..\components\ql-kernel\libs\libql_mqtt.a,2362,276,0,0,2638,2638,0
ql_mqtt_client.c.obj,..\..\components\ql-kernel\libs\libql_mqtt.a,11430,814,0,16,12244,12244,16
quec_onenet_token.c.obj,..\..\components\ql-kernel\libs\libql_mqtt.a,1220,414,0,0,1634,1634,0
ql_socket.c.obj,..\..\components\ql-kernel\libs\libql_net.a,5374,880,0,94,6254,6254,94
ql_ssl.c.obj,..\..\components\ql-kernel\libs\libql_net.a,7040,1040,0,32,8080,8080,32
ql_ntp_client.c.obj,..\..\components\ql-kernel\libs\libql_ntp.a,4244,710,0,16,4954,4954,16
ql_ping_app.c.obj,..\..\components\ql-kernel\libs\libql_ping.a,3644,642,0,12,4286,4286,12
quec_power_mg.c.obj,..\..\components\ql-kernel\libs\libql_power.a,3294,900,100,70,4194,4294,170
ber_tlv_length.c.obj,..\..\components\ql-kernel\libs\libql_tlv.a,184,0,0,0,184,184,0
ber_tlv_tag.c.obj,..\..\components\ql-kernel\libs\libql_tlv.a,206,0,0,0,206,206,0
quec_linklist.c.obj,..\..\components\ql-kernel\libs\libql_urc.a,2150,0,0,0,2150,2150,0
quec_urc.c.obj,..\..\components\ql-kernel\libs\libql_urc.a,4,0,0,2,4,4,2
base64.c.obj,..\..\components\ql-kernel\libs\libql_utils.a,184,65,0,0,249,249,0
data_conversion.c.obj,..\..\components\ql-kernel\libs\libql_utils.a,410,0,0,0,410,410,0
quec_aes.c.obj,..\..\components\ql-kernel\libs\libql_utils.a,228,148,0,0,376,376,0
